transaction_id,employee_id,transaction_type,amount,payment_mode,bank_name,account_number,transaction_date,transaction_status
645,218,Claim_Payout,54325,Cash,,,2024-11-15,Pending
646,218,Salary,143332,UPI,State Bank of India,FCSM2607019451501,2024-02-17,Failed
647,218,Reimbursement,82051,Bank Transfer,IDBI Bank,ASHD1627450770609,2025-05-14,Success
648,218,Reimbursement,113555,Bank Transfer,ICICI Bank,HLLW5455570912469,2025-07-21,Failed
649,219,Claim_Payout,141368,Bank Transfer,ICICI Bank,BMWK9305904200761,2023-12-03,Success
650,219,Salary,132935,UPI,Axis Bank,AKPC0857675290417,2023-04-26,Pending
651,219,Claim_Payout,17072,Bank Transfer,Punjab National Bank,ANDA3391752327138,2025-04-06,Failed
652,219,Claim_Payout,140966,Bank Transfer,Bank of Maharashtra,LVTH0632692582359,2023-11-12,Failed
653,220,Salary,128300,Cash,,,2024-09-27,Failed
654,220,Salary,132396,UPI,South Indian Bank,TXYV7782372563455,2024-11-11,Failed
655,220,Salary,40486,Cash,,,2025-10-23,Success
656,220,Claim_Payout,22846,Cash,,,2025-01-07,Success
657,221,Claim_Payout,147929,Bank Transfer,Indian Bank,FRDF8683137018520,2023-02-12,Success
658,221,Salary,108646,UPI,Union Bank of India,UDGT1579853737583,2023-06-15,Pending
659,221,Claim_Payout,62593,Bank Transfer,HDFC Bank,YZSS6533842897113,2023-12-03,Pending
660,222,Reimbursement,49640,UPI,DCB Bank,ZVIY3235845336013,2025-09-29,Failed
661,222,Claim_Payout,123750,Cash,,,2024-12-28,Failed
662,222,Salary,89458,UPI,State Bank of India,NSNL7783943890954,2025-01-13,Pending
663,222,Salary,26527,Bank Transfer,IDFC First Bank,AETV6165535026867,2024-04-18,Success
664,223,Reimbursement,14043,UPI,Jammu & Kashmir Bank,NSIF3075584523286,2024-10-11,Failed
665,223,Reimbursement,102094,Bank Transfer,HDFC Bank,HPIA2045900971490,2024-10-01,Pending
666,223,Claim_Payout,87510,UPI,UCO Bank,ZBEI1721363919232,2025-04-13,Success
667,224,Salary,22839,UPI,IndusInd Bank,CFJA6148978029374,2024-10-10,Success
668,224,Salary,47997,Cash,,,2024-02-12,Pending
669,225,Salary,96486,Cash,,,2023-09-27,Success
670,225,Claim_Payout,87942,Bank Transfer,Union Bank of India,OMZH0278993877538,2026-01-19,Failed
671,225,Reimbursement,61526,Cash,,,2025-02-04,Failed
672,225,Claim_Payout,76281,Bank Transfer,Indian Bank,IRST4955906885608,2023-08-19,Pending
673,226,Salary,26788,Bank Transfer,Karnataka Bank,VJOE9669104005884,2024-07-06,Success
674,226,Salary,69217,Bank Transfer,City Union Bank,NVKC3094586159160,2023-06-01,Pending
675,226,Salary,80927,Cash,,,2025-04-03,Success
676,226,Salary,108727,Bank Transfer,South Indian Bank,JBVT0977419076976,2024-08-13,Failed
677,227,Salary,64883,Cash,,,2025-09-24,Pending
678,227,Claim_Payout,92082,Cash,,,2025-11-27,Success
679,227,Salary,36797,UPI,Tamilnad Mercantile Bank,WMDB3402544529577,2025-10-29,Failed
680,228,Claim_Payout,50999,UPI,IndusInd Bank,XBPD5953144890410,2023-05-24,Pending
681,228,Reimbursement,130608,Bank Transfer,Union Bank of India,NFJQ1644143528145,2024-01-20,Success
682,229,Reimbursement,25273,UPI,IndusInd Bank,IDEI1220769600257,2023-05-07,Success
683,229,Reimbursement,97887,Cash,,,2024-10-04,Success
684,230,Reimbursement,11374,Cash,,,2024-05-05,Pending
685,230,Claim_Payout,73212,Cash,,,2023-10-09,Pending
686,231,Salary,127209,Cash,,,2023-11-30,Pending
687,231,Claim_Payout,67262,UPI,CSB Bank,PEQZ1374374206737,2023-04-09,Success
688,231,Reimbursement,79113,Bank Transfer,Central Bank of India,ICUT8940968856243,2023-05-05,Pending
689,231,Reimbursement,51785,Cash,,,2023-04-27,Pending
690,232,Reimbursement,117056,UPI,DCB Bank,IYIC9313066236872,2023-03-12,Failed
691,232,Salary,101971,UPI,DCB Bank,EXNB0128760101769,2024-11-19,Failed
692,233,Claim_Payout,48978,Bank Transfer,IndusInd Bank,ISVE8955898957202,2024-02-04,Success
693,233,Reimbursement,124130,Bank Transfer,Bank of Baroda,HRYM6653114653466,2024-04-01,Pending
694,233,Salary,93057,Cash,,,2024-09-08,Success
695,233,Claim_Payout,69360,UPI,Bandhan Bank,QKGJ6388101974699,2024-11-23,Pending
696,234,Reimbursement,116098,UPI,IDBI Bank,LEZY0774158790363,2023-08-19,Pending
697,234,Salary,115746,Bank Transfer,Canara Bank,ICCI7057941680948,2023-09-15,Failed
698,234,Claim_Payout,94123,Bank Transfer,ICICI Bank,YHTE7880946363611,2023-11-17,Success
699,235,Salary,93809,Cash,,,2024-08-04,Failed
700,235,Reimbursement,124315,UPI,South Indian Bank,DFHX3637317475559,2025-01-07,Failed
701,235,Claim_Payout,64560,Cash,,,2025-05-17,Success
702,236,Salary,31182,Bank Transfer,Bank of Baroda,UAVM2173095679392,2025-08-26,Failed
703,236,Claim_Payout,129950,Cash,,,2023-06-12,Success
704,237,Salary,118930,UPI,Jammu & Kashmir Bank,FOPX3259594713054,2025-06-01,Pending
705,237,Claim_Payout,102016,Cash,,,2025-09-11,Failed
706,237,Reimbursement,141272,Cash,,,2023-03-23,Success
707,237,Claim_Payout,97958,Cash,,,2025-09-08,Success
708,238,Claim_Payout,78953,Bank Transfer,Punjab National Bank,ZGMT5240393426551,2025-03-20,Pending
709,238,Reimbursement,117073,Cash,,,2023-12-17,Success
710,238,Salary,41524,Bank Transfer,Canara Bank,ONDL1725689203293,2025-03-13,Success
711,238,Salary,13383,Cash,,,2025-01-14,Pending
712,239,Salary,133012,UPI,IDFC First Bank,MVJT4036587856926,2024-03-31,Success
713,239,Reimbursement,107668,Bank Transfer,IDFC First Bank,RHVI0071344582499,2023-09-10,Pending
714,240,Reimbursement,124154,Cash,,,2023-04-08,Pending
715,240,Salary,87581,Cash,,,2023-01-29,Pending
716,240,Reimbursement,134757,UPI,DCB Bank,HFHH6346363292615,2025-05-26,Success
717,241,Salary,99424,Cash,,,2025-09-12,Failed
718,241,Salary,114889,Bank Transfer,RBL Bank,FTDI2707877739566,2024-09-10,Failed
719,242,Claim_Payout,144534,Cash,,,2024-09-04,Pending
720,242,Claim_Payout,113706,Cash,,,2025-12-27,Pending
721,243,Reimbursement,86741,Bank Transfer,ICICI Bank,SOMT5562852266626,2024-07-11,Pending
722,243,Claim_Payout,88705,UPI,Indian Overseas Bank,ZINE0014758633642,2025-06-10,Pending
723,243,Salary,48420,UPI,Karnataka Bank,RHQR5441239423186,2024-03-28,Pending
724,243,Reimbursement,38422,Bank Transfer,Federal Bank,BZZS2428193079517,2023-11-10,Pending
725,244,Reimbursement,26096,Cash,,,2024-07-28,Success
726,244,Reimbursement,23574,UPI,Bandhan Bank,AUAW5676531523127,2023-07-23,Pending
727,245,Reimbursement,126885,Cash,,,2025-01-13,Success
728,245,Claim_Payout,10375,Bank Transfer,Canara Bank,ZFWX5652892375744,2024-05-19,Failed
729,246,Salary,86121,Bank Transfer,IDBI Bank,WOXD5529722412443,2024-09-22,Failed
730,246,Claim_Payout,108307,Cash,,,2024-03-23,Failed
731,247,Salary,32996,Bank Transfer,State Bank of India,TNAD4145841903413,2024-10-06,Failed
732,247,Claim_Payout,104806,UPI,Federal Bank,LCIL2556753664835,2024-07-16,Pending
733,248,Salary,122627,UPI,Indian Overseas Bank,TMIJ0353667666560,2025-02-27,Pending
734,248,Claim_Payout,13262,Cash,,,2024-02-12,Failed
735,248,Salary,71008,Bank Transfer,Nainital Bank,EDIO0032409620021,2023-03-25,Failed
736,249,Reimbursement,115342,Cash,,,2024-08-03,Success
737,249,Reimbursement,24858,UPI,Tamilnad Mercantile Bank,SHYO4820741886215,2025-05-26,Success
738,250,Reimbursement,71747,Cash,,,2025-03-04,Failed
739,250,Reimbursement,45943,Cash,,,2023-10-31,Failed
740,250,Claim_Payout,29465,Bank Transfer,Canara Bank,XXWQ4087278859281,2025-08-16,Failed
741,251,Reimbursement,92523,Cash,,,2024-12-22,Pending
742,251,Claim_Payout,140981,Bank Transfer,Federal Bank,RAOR1443034115593,2024-07-13,Success
743,252,Reimbursement,137083,UPI,Karnataka Bank,NRHA3344251913574,2025-02-12,Success
744,252,Reimbursement,140290,Cash,,,2023-04-23,Pending
745,252,Salary,125761,UPI,IndusInd Bank,VFMC7592260692530,2025-05-31,Pending
746,253,Reimbursement,129800,Bank Transfer,Yes Bank,NMKV0525171332310,2023-07-20,Failed
747,253,Salary,116750,Bank Transfer,Indian Overseas Bank,WWCM7007748030951,2023-12-15,Success
748,253,Reimbursement,92315,Bank Transfer,Central Bank of India,WBCT4653316349869,2023-03-27,Success
749,253,Claim_Payout,139666,UPI,Central Bank of India,WIEO3203764935656,2025-08-16,Success
750,254,Salary,133717,Bank Transfer,IndusInd Bank,EGZG8532441677953,2024-06-06,Pending
751,254,Reimbursement,99921,UPI,Indian Overseas Bank,BNPX0073074871511,2023-09-11,Pending
752,254,Reimbursement,137493,Bank Transfer,Kotak Mahindra Bank,SETB6307522095391,2023-01-26,Failed
753,254,Reimbursement,48369,Bank Transfer,State Bank of India,DBVA9262826449863,2023-03-09,Pending
754,255,Reimbursement,19754,Cash,,,2023-05-08,Pending
755,255,Reimbursement,135854,UPI,DCB Bank,PRAS9335426856534,2023-06-16,Pending
756,255,Reimbursement,113561,UPI,ICICI Bank,LHKK8108762455051,2023-06-24,Failed
757,256,Salary,17881,UPI,Tamilnad Mercantile Bank,OQRT1025586026040,2024-04-30,Failed
758,256,Claim_Payout,24916,UPI,DCB Bank,DVWE1696434257696,2025-05-21,Failed
759,256,Salary,63947,Bank Transfer,Indian Overseas Bank,OGLS1660082512085,2023-03-30,Pending
760,257,Claim_Payout,36906,Bank Transfer,Central Bank of India,EYVP2403690794254,2023-03-29,Pending
761,257,Reimbursement,61085,Cash,,,2024-12-26,Success
762,257,Salary,54361,Bank Transfer,Punjab and Sind Bank,YPQQ5470324047720,2024-02-02,Success
763,258,Claim_Payout,34172,UPI,Yes Bank,VFRO7015868072165,2025-01-18,Pending
764,258,Claim_Payout,123801,Bank Transfer,South Indian Bank,TTIQ2434876782507,2023-10-15,Failed
765,259,Reimbursement,80062,Bank Transfer,ICICI Bank,OTVT4599783576826,2024-05-16,Success
766,259,Claim_Payout,128170,Cash,,,2025-06-06,Pending
767,260,Claim_Payout,126115,UPI,South Indian Bank,LQTX3120517745507,2023-03-09,Pending
768,260,Salary,73994,Cash,,,2023-09-10,Failed
769,260,Salary,91541,Bank Transfer,IDFC First Bank,NPCY1310704457966,2025-11-08,Success
770,261,Claim_Payout,137611,Bank Transfer,Punjab and Sind Bank,UOXU0835889626822,2025-07-31,Pending
771,261,Claim_Payout,104322,Cash,,,2024-05-28,Failed
772,262,Claim_Payout,90590,Cash,,,2025-01-28,Pending
773,262,Claim_Payout,79224,Bank Transfer,Bank of Baroda,RANO2007177353396,2023-10-30,Pending
774,263,Reimbursement,136932,UPI,DCB Bank,MEGI0887343315166,2024-02-13,Pending
775,263,Claim_Payout,128485,UPI,Bandhan Bank,EKXW2846352339415,2025-02-14,Success
776,264,Reimbursement,30953,Cash,,,2024-06-21,Failed
777,264,Reimbursement,134542,UPI,DCB Bank,BWHM9912053972351,2024-08-01,Success
778,264,Salary,57033,Cash,,,2024-09-22,Failed
779,265,Claim_Payout,91043,Bank Transfer,ICICI Bank,KPOZ3688750657193,2023-11-14,Success
780,265,Reimbursement,32599,UPI,Bandhan Bank,SGQR8401765595740,2025-09-01,Success
781,265,Claim_Payout,36836,UPI,Punjab National Bank,RQON2007330815285,2025-12-24,Pending
782,265,Salary,116505,Bank Transfer,Indian Overseas Bank,VSLX3577883580512,2023-02-05,Pending
783,266,Claim_Payout,91084,Bank Transfer,Bank of Baroda,ZSUY6590707176950,2023-04-28,Failed
784,266,Reimbursement,12118,Bank Transfer,Bandhan Bank,FPSI3217542753082,2024-11-18,Success
785,266,Reimbursement,46402,UPI,Union Bank of India,NIXH4696655327516,2023-12-27,Success
786,266,Salary,115201,UPI,Indian Overseas Bank,VIKL6422862341838,2023-06-01,Pending
787,267,Claim_Payout,102144,UPI,Indian Overseas Bank,VQIH3315497142741,2024-03-28,Success
788,267,Salary,135243,Cash,,,2024-12-02,Pending
789,268,Reimbursement,95665,Cash,,,2024-08-19,Success
790,268,Reimbursement,130441,UPI,Union Bank of India,QIYI9139172375999,2024-06-09,Success
791,269,Reimbursement,106241,Bank Transfer,Punjab and Sind Bank,ADNF0678285701047,2024-06-25,Success
792,269,Salary,93247,UPI,Federal Bank,WSXN2445661948603,2025-07-25,Success
793,270,Reimbursement,37786,Bank Transfer,Central Bank of India,DFGX9789438814485,2025-02-23,Pending
794,270,Claim_Payout,52773,Cash,,,2025-05-16,Pending
795,270,Reimbursement,61295,Cash,,,2025-08-05,Failed
796,270,Reimbursement,115152,Cash,,,2025-09-30,Pending
797,271,Reimbursement,128148,Bank Transfer,RBL Bank,IBVO6385446138540,2023-07-21,Success
798,271,Reimbursement,120588,UPI,Bank of Baroda,RXMA7446321073655,2024-08-20,Pending
799,272,Salary,17462,UPI,Federal Bank,OAKF7304639151800,2025-01-21,Pending
800,272,Claim_Payout,119534,Cash,,,2024-10-07,Success
801,272,Salary,146431,Bank Transfer,Axis Bank,DMRS3753268864747,2024-08-22,Success
802,272,Reimbursement,118831,Bank Transfer,Bank of India,FXRN2399483341901,2023-08-31,Failed
803,273,Salary,71522,Cash,,,2025-01-13,Success
804,273,Claim_Payout,96995,Bank Transfer,City Union Bank,FJLZ5809261027345,2025-11-14,Pending
805,273,Salary,90207,Cash,,,2025-02-22,Success
806,273,Claim_Payout,75297,Bank Transfer,IndusInd Bank,ROJI7063025752687,2025-09-07,Failed
807,274,Reimbursement,142312,Bank Transfer,South Indian Bank,BDNN2372457284548,2024-04-01,Pending
808,274,Claim_Payout,106965,Bank Transfer,Central Bank of India,AUBX9855105533714,2024-02-10,Pending
809,275,Claim_Payout,134647,Bank Transfer,Yes Bank,PZYZ6195208504236,2025-02-09,Pending
810,275,Reimbursement,81766,Cash,,,2025-08-01,Success
811,276,Reimbursement,89016,Cash,,,2025-04-24,Success
812,276,Reimbursement,36599,Cash,,,2024-10-17,Success
813,277,Salary,32073,UPI,IDBI Bank,MYAN1693211434247,2024-03-15,Success
814,277,Salary,109681,Cash,,,2025-03-29,Failed
815,278,Reimbursement,48501,UPI,IDFC First Bank,EHHP4504765079381,2025-06-30,Failed
816,278,Claim_Payout,93094,UPI,Yes Bank,NAUO9171498241724,2024-12-28,Pending
817,279,Reimbursement,93685,UPI,Karur Vysya Bank,TJJU7777180135269,2025-01-13,Success
818,279,Reimbursement,74810,Cash,,,2023-07-14,Failed
819,280,Salary,85962,UPI,City Union Bank,LFGE0248864722532,2025-10-24,Failed
820,280,Salary,111365,UPI,Central Bank of India,VHRD5632583787467,2023-11-03,Success
821,280,Salary,124663,UPI,IDBI Bank,FKSN3322909790897,2023-09-30,Success
822,281,Salary,45976,UPI,Punjab National Bank,BFQH0770134989540,2025-09-23,Pending
823,281,Claim_Payout,138337,Bank Transfer,Punjab National Bank,YUZV2803870419763,2025-11-04,Pending
824,281,Salary,115503,UPI,Nainital Bank,LQSH4940916313712,2024-05-05,Failed
825,282,Reimbursement,25824,UPI,City Union Bank,LBOS5421350288866,2023-08-04,Success
826,282,Claim_Payout,112004,Cash,,,2025-05-04,Success
827,282,Claim_Payout,44772,Cash,,,2024-05-17,Failed
828,282,Claim_Payout,67308,Bank Transfer,Kotak Mahindra Bank,HEMJ0629386565559,2025-03-07,Pending
829,283,Claim_Payout,88155,Bank Transfer,South Indian Bank,GYDD1001391398226,2025-07-13,Pending
830,283,Claim_Payout,30579,Cash,,,2024-12-27,Success
831,283,Claim_Payout,129627,UPI,Indian Overseas Bank,WMFY4144188921129,2023-07-02,Pending
832,284,Salary,92166,Cash,,,2025-10-10,Pending
833,284,Salary,38952,Cash,,,2025-04-14,Pending
834,284,Salary,128356,Bank Transfer,Indian Bank,ISCH8310113096116,2025-10-07,Pending
835,285,Claim_Payout,119997,Bank Transfer,Karnataka Bank,LURV7278947774526,2024-03-21,Success
836,285,Salary,87101,Bank Transfer,Punjab and Sind Bank,CEDL4881447218269,2024-01-02,Pending
837,286,Reimbursement,112641,UPI,CSB Bank,SEQV2913825612813,2023-09-16,Failed
838,286,Reimbursement,73038,Cash,,,2024-09-25,Success
839,287,Claim_Payout,51343,Bank Transfer,Dhanlaxmi Bank,VRHN7325561228732,2023-02-17,Success
840,287,Salary,131199,Bank Transfer,Kotak Mahindra Bank,BZNA0596072781368,2024-05-14,Failed
841,287,Salary,131472,UPI,Kotak Mahindra Bank,CXOI7326972012700,2025-07-20,Failed
842,287,Salary,137141,UPI,IDFC First Bank,OOFZ2731910899646,2023-03-20,Success
843,288,Claim_Payout,84383,UPI,Nainital Bank,EOUH4180320634297,2025-03-20,Failed
844,288,Salary,59597,UPI,Bank of India,RWDC6908829939755,2023-11-02,Failed
845,288,Reimbursement,109192,Cash,,,2026-01-13,Pending
846,289,Claim_Payout,149789,Cash,,,2025-07-20,Success
847,289,Claim_Payout,87001,UPI,Punjab and Sind Bank,JQWW0587588959086,2023-04-06,Failed
848,290,Reimbursement,137611,UPI,CSB Bank,HPYH0991869041117,2025-09-16,Failed
849,290,Reimbursement,116847,UPI,Bank of Baroda,WHMZ4210340497533,2025-11-21,Pending
850,291,Reimbursement,148881,UPI,Nainital Bank,OIHC4906160124878,2023-03-02,Pending
851,291,Salary,48872,Bank Transfer,Indian Bank,CUVI5886234314137,2025-06-14,Failed
852,291,Claim_Payout,97247,UPI,Punjab National Bank,JPDP7330100517986,2024-01-03,Failed
853,291,Salary,54634,Bank Transfer,State Bank of India,DYNA6361556108424,2025-06-07,Success
854,292,Claim_Payout,58315,UPI,Yes Bank,GYHV3165086905695,2025-05-30,Success
855,292,Claim_Payout,128837,Bank Transfer,Axis Bank,VJRA6403382005207,2023-12-12,Success
856,292,Reimbursement,31808,UPI,South Indian Bank,PDZT7776229184758,2024-06-09,Failed
857,292,Salary,40146,Cash,,,2023-06-02,Failed
858,293,Salary,108469,Cash,,,2024-01-12,Success
859,293,Claim_Payout,66172,UPI,Canara Bank,FCGB5391211220939,2023-03-09,Failed
860,294,Salary,107520,Cash,,,2025-03-05,Failed
861,294,Reimbursement,107800,Cash,,,2023-07-26,Pending
862,295,Reimbursement,72496,UPI,Axis Bank,PZVC2161062490896,2023-02-19,Pending
863,295,Claim_Payout,12200,Cash,,,2024-07-30,Success
864,296,Salary,12595,Bank Transfer,RBL Bank,JIBQ5854199874400,2025-11-04,Failed
865,296,Reimbursement,118823,Cash,,,2023-03-29,Failed
866,296,Claim_Payout,97882,Cash,,,2024-10-11,Failed
867,296,Claim_Payout,12355,UPI,Dhanlaxmi Bank,VHZO6554530319863,2024-09-28,Failed
868,297,Salary,110511,UPI,Central Bank of India,DKKQ9240549056570,2025-03-04,Failed
869,297,Claim_Payout,30139,UPI,DCB Bank,WBLJ6259774175797,2023-05-28,Pending
870,297,Salary,41542,UPI,Axis Bank,EATK5206704056403,2023-03-20,Pending
871,297,Reimbursement,12897,Bank Transfer,IDBI Bank,ZCUJ0441506104100,2025-12-17,Failed
872,298,Claim_Payout,139477,Bank Transfer,Yes Bank,TNEG8015691444119,2025-07-02,Success
873,298,Reimbursement,82632,Bank Transfer,Nainital Bank,SHDX7587707861942,2024-07-21,Success
874,298,Claim_Payout,133441,Cash,,,2025-08-19,Pending
875,299,Salary,16610,UPI,Bank of Maharashtra,RQTA5011187367976,2025-02-28,Success
876,299,Claim_Payout,59232,Bank Transfer,Dhanlaxmi Bank,ACDI4333774251664,2023-02-25,Failed
877,299,Salary,141834,Cash,,,2024-09-23,Failed
878,300,Reimbursement,74537,UPI,Karur Vysya Bank,HAMT0198962925483,2025-03-08,Success
879,300,Reimbursement,104864,UPI,Canara Bank,KTPB0340914091664,2025-08-13,Success
880,300,Reimbursement,50435,Bank Transfer,State Bank of India,YXCH2087223770718,2025-03-22,Pending
881,301,Salary,57433,UPI,IndusInd Bank,UZIG1881217195731,2023-11-28,Failed
882,301,Reimbursement,131367,UPI,State Bank of India,HDVQ2400267803562,2024-05-04,Pending
883,301,Reimbursement,29980,Bank Transfer,Bank of Baroda,FJOT3267143740277,2023-09-07,Failed
884,301,Claim_Payout,146477,UPI,Yes Bank,OPUS5629415732801,2023-10-10,Pending
885,302,Claim_Payout,25476,UPI,Yes Bank,AUNF8051968492808,2025-03-30,Success
886,302,Reimbursement,33512,Cash,,,2023-04-08,Success
887,303,Reimbursement,88089,UPI,IDFC First Bank,NTQR6387291764559,2024-02-20,Success
888,303,Claim_Payout,78815,Bank Transfer,HDFC Bank,ALUE8503674538692,2024-02-10,Pending
889,303,Claim_Payout,62313,Bank Transfer,Canara Bank,VWRI3872430063791,2025-03-26,Success
890,304,Reimbursement,90287,Cash,,,2024-03-26,Success
891,304,Claim_Payout,131083,Bank Transfer,Canara Bank,JFZB4149107779253,2023-08-17,Pending
892,305,Reimbursement,64668,Bank Transfer,Bank of Baroda,PUXD6658854631023,2025-08-20,Success
893,305,Claim_Payout,77012,UPI,Karnataka Bank,MTCU0712478426924,2025-11-12,Pending
894,306,Reimbursement,32669,Cash,,,2024-01-19,Failed
895,306,Claim_Payout,136634,Bank Transfer,Punjab National Bank,DVIP3468998466581,2025-05-08,Pending
896,307,Claim_Payout,62916,Cash,,,2025-02-07,Pending
897,307,Claim_Payout,24420,UPI,Axis Bank,AWGW8417007607489,2024-12-20,Pending
898,308,Reimbursement,80675,Bank Transfer,Karur Vysya Bank,IMSQ6153357005160,2024-01-09,Success
899,308,Claim_Payout,94683,Cash,,,2025-04-25,Failed
900,309,Reimbursement,138096,Bank Transfer,Union Bank of India,EIQC0719077003168,2023-09-10,Failed
901,309,Salary,147043,Cash,,,2026-01-08,Failed
902,309,Claim_Payout,26781,Cash,,,2025-10-11,Failed
903,310,Salary,91580,Cash,,,2025-06-14,Pending
904,310,Salary,30068,Cash,,,2024-10-24,Failed
905,310,Salary,142988,Cash,,,2025-01-23,Success
906,310,Claim_Payout,21091,Bank Transfer,DCB Bank,UMYD5970509097258,2023-05-03,Pending
907,311,Claim_Payout,44389,Bank Transfer,Union Bank of India,HNCU1531956698911,2025-03-28,Pending
908,311,Salary,53300,Cash,,,2023-08-27,Success
909,311,Salary,25079,Bank Transfer,IDBI Bank,RSSJ0073712716696,2025-07-25,Pending
910,311,Claim_Payout,32341,Cash,,,2025-09-09,Pending
911,312,Salary,113159,Cash,,,2025-07-04,Failed
912,312,Reimbursement,70234,Bank Transfer,Bandhan Bank,DICY4201279357942,2025-08-09,Pending
913,312,Salary,113117,Bank Transfer,Karnataka Bank,ZFBI6154175390176,2023-08-08,Failed
914,312,Claim_Payout,19525,Cash,,,2024-09-11,Failed
915,313,Reimbursement,39583,Cash,,,2024-11-14,Failed
916,313,Claim_Payout,110336,Cash,,,2023-05-06,Pending
917,313,Salary,74089,Cash,,,2023-01-22,Pending
918,314,Claim_Payout,87376,UPI,ICICI Bank,NFNS2496004671690,2024-02-16,Success
919,314,Claim_Payout,43583,Cash,,,2025-11-09,Pending
920,314,Reimbursement,43239,Cash,,,2024-07-27,Success
921,314,Claim_Payout,94523,UPI,Karur Vysya Bank,EDSD8779524890163,2023-04-10,Success
922,315,Reimbursement,64711,UPI,DCB Bank,GDOC0631127649995,2024-02-04,Success
923,315,Claim_Payout,113267,Bank Transfer,Bank of Maharashtra,BIIH1418886747157,2024-05-12,Pending
924,316,Reimbursement,122181,Cash,,,2024-12-28,Success
925,316,Claim_Payout,136987,UPI,Bank of Baroda,XIRZ5640741855854,2023-07-13,Pending
926,317,Salary,44340,UPI,Punjab and Sind Bank,GAUR5055530287948,2023-07-28,Failed
927,317,Claim_Payout,137719,Cash,,,2025-05-23,Pending
928,318,Reimbursement,122281,Bank Transfer,South Indian Bank,KTPV8325677624845,2025-02-28,Success
929,318,Reimbursement,66068,Cash,,,2023-08-13,Failed
930,319,Salary,14116,Bank Transfer,Indian Overseas Bank,FXWY1991142748174,2024-10-30,Success
931,319,Claim_Payout,110804,UPI,Yes Bank,XAQR8133853994959,2024-12-23,Success
932,319,Reimbursement,110561,Cash,,,2024-06-16,Pending
933,320,Claim_Payout,29082,UPI,Bandhan Bank,XSKW9896725471991,2024-04-26,Pending
934,320,Salary,66924,Bank Transfer,Punjab and Sind Bank,ANSE6439817368095,2024-12-11,Pending
935,320,Claim_Payout,112490,Cash,,,2023-04-05,Pending
936,320,Reimbursement,23314,UPI,State Bank of India,MKUG9262262197209,2025-09-25,Failed
937,321,Claim_Payout,105112,UPI,Jammu & Kashmir Bank,VDUY9161729479582,2024-06-01,Success
938,321,Salary,54724,Cash,,,2025-03-07,Failed
939,322,Reimbursement,72578,Bank Transfer,Axis Bank,DNBG2599998240390,2023-12-29,Success
940,322,Claim_Payout,49830,Bank Transfer,Tamilnad Mercantile Bank,IBMX9206753577939,2025-05-04,Success
941,323,Reimbursement,65340,Bank Transfer,HDFC Bank,LEBD6682084182175,2024-06-09,Pending
942,323,Claim_Payout,96260,Cash,,,2023-12-19,Success
943,323,Claim_Payout,93798,UPI,RBL Bank,LZID3140715381880,2024-10-02,Pending
944,324,Claim_Payout,126429,UPI,Bank of India,BPIJ0246769312873,2025-05-09,Failed
945,324,Salary,25706,UPI,Nainital Bank,BXFT3273833396055,2023-09-28,Failed
946,324,Claim_Payout,47301,UPI,Union Bank of India,UFAF4236976725420,2024-07-19,Success
947,324,Salary,22981,Bank Transfer,DCB Bank,UZBQ9564200945886,2024-06-21,Pending
948,325,Reimbursement,142173,Cash,,,2024-08-10,Pending
949,325,Claim_Payout,13700,Bank Transfer,Karnataka Bank,PZBB1830336959589,2023-09-07,Failed
950,325,Salary,90685,UPI,UCO Bank,DWHG6798132569663,2024-10-10,Success
951,325,Reimbursement,81944,Cash,,,2025-02-12,Pending
952,326,Salary,113323,Bank Transfer,Central Bank of India,RVSN6567411101681,2023-10-28,Pending
953,326,Claim_Payout,119125,Cash,,,2023-08-26,Pending
954,327,Reimbursement,146335,Cash,,,2024-10-12,Failed
955,327,Claim_Payout,57328,UPI,Dhanlaxmi Bank,YESE1610450467183,2025-04-26,Pending
956,327,Claim_Payout,13142,Cash,,,2023-11-01,Failed
957,327,Claim_Payout,67642,Bank Transfer,Kotak Mahindra Bank,HAYC6526242903227,2024-08-05,Pending
958,328,Claim_Payout,47578,UPI,Kotak Mahindra Bank,KNVS9358489466905,2023-06-18,Pending
959,328,Claim_Payout,136986,Cash,,,2024-10-05,Failed
960,329,Claim_Payout,20843,Bank Transfer,Union Bank of India,WVGG8002855416170,2023-02-27,Pending
961,329,Salary,32517,UPI,Federal Bank,IUDQ2623002994671,2025-09-20,Pending
962,330,Claim_Payout,53040,Cash,,,2023-03-07,Failed
963,330,Salary,56550,Bank Transfer,South Indian Bank,QMCD7708083699932,2024-03-22,Pending
964,330,Salary,12187,Bank Transfer,HDFC Bank,KSWF5856177684155,2023-08-07,Failed
965,330,Reimbursement,132227,UPI,Jammu & Kashmir Bank,HJLT5689148939361,2025-09-10,Pending
966,331,Salary,90067,Cash,,,2024-08-02,Failed
967,331,Claim_Payout,45131,UPI,Bank of Maharashtra,BBRD7682045859536,2024-10-28,Success
968,332,Reimbursement,72728,Cash,,,2025-02-17,Pending
969,332,Reimbursement,37231,UPI,Central Bank of India,AZDK8418611351476,2025-06-04,Success
970,332,Claim_Payout,99313,Bank Transfer,Axis Bank,AYYH4674024784369,2023-07-07,Success
971,333,Salary,39939,Bank Transfer,State Bank of India,PMPI0281359037780,2025-08-28,Success
972,333,Reimbursement,16348,Bank Transfer,Bank of India,EFFC2943584324691,2024-10-29,Failed
